Level,Code,Class title,Element Type Label English,Element Description English,,,,
4,1511,"Mail, postal and related workers",All examples,mail distribution clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,mail filing clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,mail handler ,,,,
4,1511,"Mail, postal and related workers",All examples,mail processing clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,mail room assistant ,,,,
4,1511,"Mail, postal and related workers",All examples,mail room clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,mail sorter ,,,,
4,1511,"Mail, postal and related workers",All examples,mail tracing clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,mailer ,,,,
4,1511,"Mail, postal and related workers",All examples,mailing machine operator ,,,,
4,1511,"Mail, postal and related workers",All examples,mail-sorting system operator ,,,,
4,1511,"Mail, postal and related workers",All examples,management services clerk - mail and postal services ,,,,
4,1511,"Mail, postal and related workers",All examples,messenger service representative ,,,,
4,1511,"Mail, postal and related workers",All examples,parcel post clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,post office clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,postal clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,postal counter clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,postal services wicket clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,postal wicket clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,railway mail clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,railway station mail clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,registered mail clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,routing clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,shipping clerk - railway transport ,,,,
4,1511,"Mail, postal and related workers",All examples,sorting and routing clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,stamp-cancelling machine tender - postal services ,,,,
4,1511,"Mail, postal and related workers",All examples,sub-post office clerk ,,,,
4,1511,"Mail, postal and related workers",All examples,wicket clerk - mail and postal services ,,,,
4,1511,"Mail, postal and related workers",Inclusion(s),bursting machine tender ,,,,
4,1511,"Mail, postal and related workers",Exclusion(s),"Couriers, messengers and door-to-door distributors  (See 1513 Couriers, messengers and door-to-door distributors)",,,,
4,1511,"Mail, postal and related workers",Exclusion(s),Letter carriers  (See 1512 Letter carriers),,,,
4,1511,"Mail, postal and related workers",Exclusion(s),"Supervisors, mail and message distribution occupations  (See 1214 Supervisors, mail and message distribution occupations)",,,,
4,1511,"Mail, postal and related workers",Main duties,This group performs some or all of the following duties: ,,,,
4,1511,"Mail, postal and related workers",Main duties,Postal workers ,,,,
4,1511,"Mail, postal and related workers",Main duties,"Calculate and affix the correct postage on letters, parcels and registered mail and receive payment from customers; sell stamps, prepaid mail and courier envelopes and money orders; route mail to the proper delivery stream; sign or obtain signatures from recipients for registered or special delivery mail and keep records; answer inquiries and complete forms regarding change of address, theft or loss of mail; and record and balance daily transactions. ",,,,
4,1511,"Mail, postal and related workers",Main duties,Mail sorters ,,,,
4,1511,"Mail, postal and related workers",Main duties,"Sort mail according to destination; bundle, label, bag and route sorted mail to the proper delivery stream; and search directories to find the correct address for redirected mail. ",,,,
4,1511,"Mail, postal and related workers",Main duties,Mailroom clerks ,,,,
4,1511,"Mail, postal and related workers",Main duties,"Receive, process, sort and distribute incoming and outgoing mail, faxes, messages and courier packages manually or electronically; maintain address databases and produce personalized mailings; print and photocopy material, and address and stuff envelopes; weigh outgoing mail, calculate and affix proper postage, and bundle by postal code; and may operate and maintain print shop and mailing house equipment. ",,,,
4,1511,"Mail, postal and related workers",Employment requirements,Completion of secondary school and some college office administration courses may be required. ,,,,
4,1511,"Mail, postal and related workers",Additional information,Progression to supervisory or facility management positions is possible with additional training or experience. ,,,,
4,1512,Letter carriers,Illustrative example(s),letter carrier ,,,,
4,1512,Letter carriers,Illustrative example(s),postman/woman ,,,,
4,1512,Letter carriers,Illustrative example(s),rural mail carrier ,,,,
4,1512,Letter carriers,All examples,letter carrier ,,,,
4,1512,Letter carriers,All examples,mail carrier ,,,,
4,1512,Letter carriers,All examples,mail collector ,,,,
4,1512,Letter carriers,All examples,mail deliverer ,,,,
4,1512,Letter carriers,All examples,postal carrier ,,,,
4,1512,Letter carriers,All examples,postal service deliverer ,,,,
4,1512,Letter carriers,All examples,postal worker ,,,,
4,1512,Letter carriers,All examples,postman/woman ,,,,
4,1512,Letter carriers,All examples,priority post carrier ,,,,
4,1512,Letter carriers,All examples,rural mail carrier ,,,,
4,1512,Letter carriers,All examples,special delivery mail carrier ,,,,
4,1512,Letter carriers,Exclusion(s),"Couriers, messengers and door-to-door distributors  (See 1513 Couriers, messengers and door-to-door distributors)",,,,
4,1512,Letter carriers,Exclusion(s),"Letter carrier supervisors  (See 1214 Supervisors, mail and message distribution occupations)",,,,
4,1512,Letter carriers,Exclusion(s),"Mail, postal and related workers  (See 1511 Mail, postal and related workers)",,,,
4,1512,Letter carriers,Main duties,This group performs some or all of the following duties: ,,,,
4,1512,Letter carriers,Main duties,Organize mail by address and load into mailbag ,,,,
4,1512,Letter carriers,Main duties,"Deliver letters, small parcels and other printed matter along established routes ",,,,
4,1512,Letter carriers,Main duties,"Deliver telegrams, special delivery and express mail ",,,,
4,1512,Letter carriers,Main duties,Collect payment for cash-on-delivery service ,,,,
4,1512,Letter carriers,Main duties,Record delivery of registered mail ,,,,
4,1512,Letter carriers,Main duties,Leave notices indicating that items could not be delivered and the location where they can be picked up ,,,,
4,1512,Letter carriers,Main duties,Return undeliverable mail to postal station. ,,,,
4,1512,Letter carriers,Employment requirements,Some secondary school education is required. ,,,,
4,1512,Letter carriers,Employment requirements,Two weeks to one month of training is provided by Canada Post Corporation. ,,,,
4,1512,Letter carriers,Additional information,Progression to supervisory positions is possible with additional training or experience. ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Illustrative example(s),bank messenger ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Illustrative example(s),courier ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Illustrative example(s),delivery person - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Illustrative example(s),door-to-door distributor ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Illustrative example(s),flyer distributor - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Illustrative example(s),newspaper carrier ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Illustrative example(s),runner - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,advertisement delivery person - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,advertising item delivery person - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,announcement deliverer - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,announcement delivery person - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,bank messenger ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,bank runner ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,bill distributor ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,circular distributor - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,copy runner - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,courier ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,courier service parcels deliverer ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,delivery person - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,door-to-door distributor ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,flyer distributor - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,handbill passer - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,mail courier - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,message carrier ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,message deliverer ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,messenger ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,messenger-clerk ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,news item delivery person - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,newspaper carrier ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,newspaper carrier - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,newspaper carrier and vendor ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,newspaper deliverer ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,newspaper distributor - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,office messenger ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,paper boy/girl - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,paper boy/paper girl ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,public notice delivery person - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,runner - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",All examples,sample distributor - courier service ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Exclusion(s),Delivery and courier service drivers  (See 7514 Delivery and courier service drivers),,,,
4,1513,"Couriers, messengers and door-to-door distributors",Exclusion(s),Letter carriers  (See 1512 Letter carriers),,,,
4,1513,"Couriers, messengers and door-to-door distributors",Exclusion(s),"Supervisors, mail and message distribution occupations  (See 1214 Supervisors, mail and message distribution occupations)",,,,
4,1513,"Couriers, messengers and door-to-door distributors",Main duties,This group performs some or all of the following duties: ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Main duties,"Pick up messages, letters, envelopes, parcels, airline tickets, legal documents, packages, bonds, cheques, securities and other items from customers, and hand-deliver them to addresses within an establishment or in other establishments by walking or cycling within prescribed time periods ",,,,
4,1513,"Couriers, messengers and door-to-door distributors",Main duties,Collect payment for items delivered ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Main duties,Keep record of items received and delivered using delivery information acquisition devices ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Main duties,"Deliver newspapers, flyers, handbills, telephone directories and similar items to residences and businesses. ",,,,
4,1513,"Couriers, messengers and door-to-door distributors",Employment requirements,Secondary school education may be required. ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Employment requirements,Eligibility for bonding may be required. ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Employment requirements,Ability to navigate streets and follow directions is usually required. ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Employment requirements,Physical fitness is required for some occupations in this unit group. ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Additional information,There is some mobility into other delivery occupations such as delivery drivers. ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Additional information,There may be mobility to clerical occupations within the company. ,,,,
4,1513,"Couriers, messengers and door-to-door distributors",Additional information,Progression to supervisory positions may be possible with experience. ,,,,
4,1521,Shippers and receivers,Illustrative example(s),freight receiver ,,,,
4,1521,Shippers and receivers,Illustrative example(s),freight shipper ,,,,
4,1521,Shippers and receivers,Illustrative example(s),import freight clerk ,,,,
4,1521,Shippers and receivers,Illustrative example(s),receiver ,,,,
4,1521,Shippers and receivers,Illustrative example(s),shipper ,,,,
4,1521,Shippers and receivers,Illustrative example(s),shipper-receiver ,,,,
4,1521,Shippers and receivers,Illustrative example(s),shipping agent ,,,,
4,1521,Shippers and receivers,Illustrative example(s),shipping and receiving clerk ,,,,
4,1521,Shippers and receivers,Illustrative example(s),supply chain assistant ,,,,
4,1521,Shippers and receivers,All examples,billing rate clerk ,,,,
4,1521,Shippers and receivers,All examples,cargo location clerk ,,,,
4,1521,Shippers and receivers,All examples,delivery clerk ,,,,
4,1521,Shippers and receivers,All examples,distribution clerk ,,,,
4,1521,Shippers and receivers,All examples,export traffic clerk ,,,,
4,1521,Shippers and receivers,All examples,export-booking clerk ,,,,
4,1521,Shippers and receivers,All examples,freight checker ,,,,
4,1521,Shippers and receivers,All examples,freight forwarding clerk ,,,,
4,1521,Shippers and receivers,All examples,freight receiver ,,,,
4,1521,Shippers and receivers,All examples,freight receiver clerk ,,,,
4,1521,Shippers and receivers,All examples,freight receiving clerk ,,,,
4,1521,Shippers and receivers,All examples,freight shipper ,,,,
4,1521,Shippers and receivers,All examples,import freight clerk ,,,,
4,1521,Shippers and receivers,All examples,import traffic clerk ,,,,
4,1521,Shippers and receivers,All examples,milk and cream receiver - food and beverage processing ,,,,
4,1521,Shippers and receivers,All examples,produce shipper ,,,,
4,1521,Shippers and receivers,All examples,receiver ,,,,
4,1521,Shippers and receivers,All examples,receiving checker ,,,,
4,1521,Shippers and receivers,All examples,receiving clerk ,,,,
4,1521,Shippers and receivers,All examples,receiving clerk for returned merchandise ,,,,
4,1521,Shippers and receivers,All examples,receiving room clerk ,,,,
4,1521,Shippers and receivers,All examples,shipper ,,,,
4,1521,Shippers and receivers,All examples,shipper-receiver ,,,,
4,1521,Shippers and receivers,All examples,shipping agent ,,,,
4,1521,Shippers and receivers,All examples,shipping and receiving clerk ,,,,
4,1521,Shippers and receivers,All examples,shipping clerk ,,,,
4,1521,Shippers and receivers,All examples,stock handler ,,,,
4,1521,Shippers and receivers,All examples,stock receiver ,,,,
4,1521,Shippers and receivers,All examples,supercargo ,,,,
4,1521,Shippers and receivers,All examples,supply chain assistant ,,,,
4,1521,Shippers and receivers,All examples,warehouse receiver ,,,,
4,1521,Shippers and receivers,All examples,warehouse shipper ,,,,
4,1521,Shippers and receivers,All examples,warehouse shipping clerk ,,,,
4,1521,Shippers and receivers,Exclusion(s),"Exports clerk  (See 1452 Correspondence, publication and regulatory clerks)",,,,
4,1521,Shippers and receivers,Exclusion(s),"Import clerk  (See 1452 Correspondence, publication and regulatory clerks)",,,,
4,1521,Shippers and receivers,Exclusion(s),Material handlers  (See 7452 Material handlers),,,,
4,1521,Shippers and receivers,Exclusion(s),Purchasing and inventory control workers  (See 1524 Purchasing and inventory control workers),,,,
4,1521,Shippers and receivers,Exclusion(s),Storekeepers and partspersons  (See 1522 Storekeepers and partspersons),,,,
4,1521,Shippers and receivers,Exclusion(s),"Supervisors, supply chain, tracking and scheduling co-ordination occupations  (See 1215 Supervisors, supply chain, tracking and scheduling co-ordination occupations)",,,,
4,1521,Shippers and receivers,Main duties,This group performs some or all of the following duties: ,,,,
4,1521,Shippers and receivers,Main duties,"Determine method of shipment and arrange shipping; prepare bills of lading, customs forms, invoices and other shipping documents manually or by computer ",,,,
4,1521,Shippers and receivers,Main duties,"Assemble containers and crates, record contents manually or by computer, pack goods to be shipped and affix identifying information and shipping instructions ",,,,
4,1521,Shippers and receivers,Main duties,Oversee loading and unloading of goods from trucks or other conveyances ,,,,
4,1521,Shippers and receivers,Main duties,"Inspect and verify incoming goods against invoices or other documents, record shortages and reject damaged goods ",,,,
4,1521,Shippers and receivers,Main duties,"Unpack, code and route goods to appropriate storage areas ",,,,
4,1521,Shippers and receivers,Main duties,"Maintain internal, manual or computerized record-keeping systems ",,,,
4,1521,Shippers and receivers,Main duties,"May operate forklift, hand truck or other equipment to load, unload, transport and store goods. ",,,,
4,1521,Shippers and receivers,Employment requirements,Completion of secondary school is usually required. ,,,,
4,1521,Shippers and receivers,Employment requirements,Experience in a related clerical occupation or as a warehouse worker may be required. ,,,,
4,1521,Shippers and receivers,Employment requirements,A forklift certificate may be required. ,,,,
4,1521,Shippers and receivers,Employment requirements,A driver's licence may be required. ,,,,
4,1521,Shippers and receivers,Additional information,Progression to supervisory positions is possible with additional training or experience. ,,,,
4,1522,Storekeepers and partspersons,Illustrative example(s),ammunition storekeeper ,,,,
4,1522,Storekeepers and partspersons,Illustrative example(s),automotive partsperson - retail ,,,,
4,1522,Storekeepers and partspersons,Illustrative example(s),material keeper ,,,,
4,1522,Storekeepers and partspersons,Illustrative example(s),medical supply clerk ,,,,
4,1522,Storekeepers and partspersons,Illustrative example(s),motor vehicle parts clerk ,,,,
4,1522,Storekeepers and partspersons,Illustrative example(s),parts clerk ,,,,
4,1522,Storekeepers and partspersons,Illustrative example(s),parts supplier ,,,,
4,1522,Storekeepers and partspersons,Illustrative example(s),partsperson ,,,,
4,1522,Storekeepers and partspersons,Illustrative example(s),ship storeman/woman ,,,,
4,1522,Storekeepers and partspersons,Illustrative example(s),storekeeper ,,,,
4,1522,Storekeepers and partspersons,Illustrative example(s),tool room attendant ,,,,
4,1522,Storekeepers and partspersons,All examples,ammunition storekeeper ,,,,
4,1522,Storekeepers and partspersons,All examples,auto parts clerk - retail ,,,,
4,1522,Storekeepers and partspersons,All examples,automobile parts counter sales clerk - retail ,,,,
4,1522,Storekeepers and partspersons,All examples,automotive parts clerk - retail ,,,,
4,1522,Storekeepers and partspersons,All examples,automotive partsperson - retail ,,,,
4,1522,Storekeepers and partspersons,All examples,automotive partsperson apprentice ,,,,
4,1522,Storekeepers and partspersons,All examples,aviation partsperson ,,,,
4,1522,Storekeepers and partspersons,All examples,drilling rig storekeeper ,,,,
4,1522,Storekeepers and partspersons,All examples,explosives and ammunition magazine keeper ,,,,
4,1522,Storekeepers and partspersons,All examples,industrial engines and equipment apprentice ,,,,
4,1522,Storekeepers and partspersons,All examples,industrial engines and equipment partsperson - retail ,,,,
4,1522,Storekeepers and partspersons,All examples,industrial warehouse person ,,,,
4,1522,Storekeepers and partspersons,All examples,linen room attendant ,,,,
4,1522,Storekeepers and partspersons,All examples,linen supply clerk ,,,,
4,1522,Storekeepers and partspersons,All examples,linenkeeper ,,,,
4,1522,Storekeepers and partspersons,All examples,machine shop keeper ,,,,
4,1522,Storekeepers and partspersons,All examples,magazine keeper ,,,,
4,1522,Storekeepers and partspersons,All examples,material keeper ,,,,
4,1522,Storekeepers and partspersons,All examples,medical supply attendant ,,,,
4,1522,Storekeepers and partspersons,All examples,medical supply clerk ,,,,
4,1522,Storekeepers and partspersons,All examples,motor vehicle parts clerk ,,,,
4,1522,Storekeepers and partspersons,All examples,motor vehicle parts clerk apprentice ,,,,
4,1522,Storekeepers and partspersons,All examples,motor vehicle partsperson ,,,,
4,1522,Storekeepers and partspersons,All examples,parts clerk ,,,,
4,1522,Storekeepers and partspersons,All examples,parts counter clerk ,,,,
4,1522,Storekeepers and partspersons,All examples,parts counter clerk - retail ,,,,
4,1522,Storekeepers and partspersons,All examples,parts lister ,,,,
4,1522,Storekeepers and partspersons,All examples,parts sorter ,,,,
4,1522,Storekeepers and partspersons,All examples,parts supplier ,,,,
4,1522,Storekeepers and partspersons,All examples,parts technician ,,,,
4,1522,Storekeepers and partspersons,All examples,partsperson ,,,,
4,1522,Storekeepers and partspersons,All examples,powder keeper ,,,,
4,1522,Storekeepers and partspersons,All examples,salvage clerk ,,,,
4,1522,Storekeepers and partspersons,All examples,sample clerk - storage and warehousing ,,,,
4,1522,Storekeepers and partspersons,All examples,sample control clerk ,,,,
4,1522,Storekeepers and partspersons,All examples,ship keeper ,,,,
4,1522,Storekeepers and partspersons,All examples,ship storekeeper ,,,,
4,1522,Storekeepers and partspersons,All examples,ship storeman/woman ,,,,
4,1522,Storekeepers and partspersons,All examples,stock clerk - parts and equipment ,,,,
4,1522,Storekeepers and partspersons,All examples,stock control clerk ,,,,
4,1522,Storekeepers and partspersons,All examples,stock keeper ,,,,
4,1522,Storekeepers and partspersons,All examples,stock records clerk ,,,,
4,1522,Storekeepers and partspersons,All examples,storekeeper ,,,,
4,1522,Storekeepers and partspersons,All examples,storeman/woman ,,,,
4,1522,Storekeepers and partspersons,All examples,supply centre clerk ,,,,
4,1522,Storekeepers and partspersons,All examples,tool clerk ,,,,
4,1522,Storekeepers and partspersons,All examples,tool room attendant ,,,,
4,1522,Storekeepers and partspersons,All examples,tool room storeman/woman ,,,,
4,1522,Storekeepers and partspersons,All examples,tool store clerk ,,,,
4,1522,Storekeepers and partspersons,All examples,underground tool crib attendant ,,,,
4,1522,Storekeepers and partspersons,All examples,warehouse checker ,,,,
4,1522,Storekeepers and partspersons,All examples,warehouse clerk - parts and equipment ,,,,
4,1522,Storekeepers and partspersons,All examples,warehouse person - parts and equipment ,,,,
4,1522,Storekeepers and partspersons,All examples,wine cellar attendant ,,,,
4,1522,Storekeepers and partspersons,Inclusion(s),parts technician ,,,,
4,1522,Storekeepers and partspersons,Exclusion(s),"Parts clerks supervisors  (See 1215 Supervisors, supply chain, tracking and scheduling co-ordination occupations)",,,,
4,1522,Storekeepers and partspersons,Exclusion(s),Purchasing and inventory control workers  (See 1524 Purchasing and inventory control workers),,,,
4,1522,Storekeepers and partspersons,Exclusion(s),Shippers and receivers  (See 1521 Shippers and receivers),,,,
4,1522,Storekeepers and partspersons,Main duties,This group performs some or all of the following duties: ,,,,
4,1522,Storekeepers and partspersons,Main duties,Receive and sort incoming parts and supplies ,,,,
4,1522,Storekeepers and partspersons,Main duties,"Store items in an orderly and accessible manner in a warehouse, tool room, supply room or other area ",,,,
4,1522,Storekeepers and partspersons,Main duties,Process incoming requisitions and issue or distribute parts and supplies for internal usage ,,,,
4,1522,Storekeepers and partspersons,Main duties,"Maintain records of orders and the amount, kind and location of parts and supplies on hand using manual or computerized inventory system ",,,,
4,1522,Storekeepers and partspersons,Main duties,Prepare requisition orders to replenish parts and supplies ,,,,
4,1522,Storekeepers and partspersons,Main duties,"Sell spare and replacement parts for motor vehicles, machinery and equipment in a retail setting ",,,,
4,1522,Storekeepers and partspersons,Main duties,"Advise retail customers or internal users on appropriateness of parts, supplies or materials requested. ",,,,
4,1522,Storekeepers and partspersons,Main duties,"Partspersons may specialize in a particular line of parts such as automotive parts, recreational vehicle parts, marine parts, heavy equipment parts, agricultural machinery parts, heating, ventilating and air conditioning parts or refrigeration parts. ",,,,
4,1522,Storekeepers and partspersons,Employment requirements,Completion of secondary school is usually required. ,,,,
4,1522,Storekeepers and partspersons,Employment requirements,Completion of a three-year apprenticeship program  or Completion of specialized training in high school and a one-year college program for partspersons may be required. ,,,,
4,1522,Storekeepers and partspersons,Employment requirements,"Trade certification for partspersons is available, but voluntary, in all provinces and territories. ",,,,
4,1522,Storekeepers and partspersons,Employment requirements,"Experience in a related clerical occupation, or as a warehouse worker, may be required for partspersons. ",,,,
4,1522,Storekeepers and partspersons,Employment requirements,Red Seal endorsement is also available to qualified partspersons upon successful completion of the interprovincial Red Seal examination. ,,,,
4,1522,Storekeepers and partspersons,Additional information,The Red Seal endorsement allows for interprovincial mobility. ,,,,
4,1522,Storekeepers and partspersons,Additional information,Progression to supervisory positions is possible with additional training or experience. ,,,,
4,1523,Production logistics co-ordinators,Illustrative example(s),expediter ,,,,
4,1523,Production logistics co-ordinators,Illustrative example(s),production clerk ,,,,
4,1523,Production logistics co-ordinators,Illustrative example(s),production co-ordinator ,,,,
4,1523,Production logistics co-ordinators,Illustrative example(s),production scheduler ,,,,
4,1523,Production logistics co-ordinators,Illustrative example(s),scheduling clerk ,,,,
4,1523,Production logistics co-ordinators,Illustrative example(s),supply chain co-ordinator - production ,,,,
4,1523,Production logistics co-ordinators,Illustrative example(s),traffic control clerk ,,,,
4,1523,Production logistics co-ordinators,All examples,construction progress report clerk ,,,,
4,1523,Production logistics co-ordinators,All examples,construction schedule co-ordinator ,,,,
4,1523,Production logistics co-ordinators,All examples,delivery checker ,,,,
4,1523,Production logistics co-ordinators,All examples,expediter ,,,,
4,1523,Production logistics co-ordinators,All examples,industrial order completion checking clerk ,,,,
4,1523,Production logistics co-ordinators,All examples,logistics inbound/outbound co-ordinator - production ,,,,
4,1523,Production logistics co-ordinators,All examples,lumber tallyman/woman ,,,,
4,1523,Production logistics co-ordinators,All examples,manufacturing order clerk ,,,,
4,1523,Production logistics co-ordinators,All examples,material checker ,,,,
4,1523,Production logistics co-ordinators,All examples,material co-ordinator ,,,,
4,1523,Production logistics co-ordinators,All examples,material estimator ,,,,
4,1523,Production logistics co-ordinators,All examples,motor vehicle repair shop co-ordinator ,,,,
4,1523,Production logistics co-ordinators,All examples,production agent ,,,,
4,1523,Production logistics co-ordinators,All examples,production clerk ,,,,
4,1523,Production logistics co-ordinators,All examples,production control clerk ,,,,
4,1523,Production logistics co-ordinators,All examples,production controller ,,,,
4,1523,Production logistics co-ordinators,All examples,production co-ordinator ,,,,
4,1523,Production logistics co-ordinators,All examples,production expediter ,,,,
4,1523,Production logistics co-ordinators,All examples,production material estimator ,,,,
4,1523,Production logistics co-ordinators,All examples,production officer ,,,,
4,1523,Production logistics co-ordinators,All examples,production scheduler ,,,,
4,1523,Production logistics co-ordinators,All examples,purchasing expediter ,,,,
4,1523,Production logistics co-ordinators,All examples,recording clerk - broadcasting ,,,,
4,1523,Production logistics co-ordinators,All examples,schedule clerk ,,,,
4,1523,Production logistics co-ordinators,All examples,scheduling clerk ,,,,
4,1523,Production logistics co-ordinators,All examples,service sector worker ,,,,
4,1523,Production logistics co-ordinators,All examples,shipping control clerk ,,,,
4,1523,Production logistics co-ordinators,All examples,steel mill control officer ,,,,
4,1523,Production logistics co-ordinators,All examples,supply chain co-ordinator - production ,,,,
4,1523,Production logistics co-ordinators,All examples,supply clerk - aeronautics ,,,,
4,1523,Production logistics co-ordinators,All examples,supply clerk - production ,,,,
4,1523,Production logistics co-ordinators,All examples,supply needs estimator ,,,,
4,1523,Production logistics co-ordinators,All examples,tally clerk ,,,,
4,1523,Production logistics co-ordinators,All examples,tallyman/woman ,,,,
4,1523,Production logistics co-ordinators,All examples,tallyman/woman - production ,,,,
4,1523,Production logistics co-ordinators,All examples,traffic clerk ,,,,
4,1523,Production logistics co-ordinators,All examples,traffic clerk - broadcasting ,,,,
4,1523,Production logistics co-ordinators,All examples,traffic control clerk ,,,,
4,1523,Production logistics co-ordinators,All examples,vehicle servicing clerk ,,,,
4,1523,Production logistics co-ordinators,Inclusion(s),material estimator ,,,,
4,1523,Production logistics co-ordinators,Inclusion(s),traffic clerk - broadcasting ,,,,
4,1523,Production logistics co-ordinators,Exclusion(s),Purchasing and inventory control workers  (See 1524 Purchasing and inventory control workers),,,,
4,1523,Production logistics co-ordinators,Exclusion(s),Shippers and receivers  (See 1521 Shippers and receivers),,,,
4,1523,Production logistics co-ordinators,Exclusion(s),Storekeepers and partspersons  (See 1522 Storekeepers and partspersons),,,,
4,1523,Production logistics co-ordinators,Exclusion(s),"Supervisors, supply chain, tracking and scheduling co-ordination occupations  (See 1215 Supervisors, supply chain, tracking and scheduling co-ordination occupations)",,,,
4,1523,Production logistics co-ordinators,Main duties,This group performs some or all of the following duties: ,,,,
4,1523,Production logistics co-ordinators,Main duties,Compile detailed worksheets and specifications from customer's order ,,,,
4,1523,Production logistics co-ordinators,Main duties,"Estimate type and quantity of materials and labour required for production, construction and other projects ",,,,
4,1523,Production logistics co-ordinators,Main duties,Consult with production supervisor to schedule production runs in a cost and time-efficient manner ,,,,
4,1523,Production logistics co-ordinators,Main duties,"Meet regularly with other production clerks, warehouse, production and construction supervisors and purchasing and inventory clerks to co-ordinate activities between warehouses and production floors or construction sites ",,,,
4,1523,Production logistics co-ordinators,Main duties,"Co-ordinate and monitor logistics of the movement of parts, supplies and materials within an establishment and ensure that supplies, materials and products are shipped and received on schedule ",,,,
4,1523,Production logistics co-ordinators,Main duties,"Prepare and maintain various reports on the progress of work, materials used, rates of production and other production information, using manual or computerized systems. ",,,,
4,1523,Production logistics co-ordinators,Employment requirements,Completion of secondary school is usually required and college may be required. ,,,,
4,1523,Production logistics co-ordinators,Employment requirements,Previous clerical experience or experience as a production worker may be required. ,,,,
4,1523,Production logistics co-ordinators,Additional information,Progression to supervisory positions is possible with experience. ,,,,
4,1524,Purchasing and inventory control workers,Illustrative example(s),inventory analyst ,,,,
4,1524,Purchasing and inventory control workers,Illustrative example(s),inventory clerk ,,,,
4,1524,Purchasing and inventory control workers,Illustrative example(s),inventory control clerk ,,,,
